qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,circuitId
1848,208,79,18,20,18,00:01:18.557000,,,18
1849,208,78,15,17,19,00:01:18.644000,,,18
1850,208,76,24,23,20,00:01:18.773000,,,18
1851,208,50,25,18,21,00:01:18.885000,,,18
1852,208,63,25,19,22,00:01:19.274000,,,18
1853,209,35,3,3,1,00:01:24.473000,,,25
1854,209,49,3,4,2,00:01:25.271000,,,25
1855,209,44,20,14,3,00:01:25.491000,,,25
1856,209,30,6,5,4,00:01:25.773000,,,25
1857,209,22,24,22,5,00:01:25.942000,,,25
1858,209,23,17,11,6,00:01:26.218000,,,25
1859,209,56,6,6,7,00:01:26.327000,,,25
1860,209,65,15,16,8,00:01:26.564000,,,25
1861,209,21,17,12,9,00:01:26.619000,,,25
1862,209,14,1,10,10,00:01:26.799000,,,25
1863,209,55,22,7,11,00:01:27.076000,,,25
1864,209,77,22,8,12,00:01:27.259000,,,25
1865,209,71,21,1,13,00:01:27.281000,,,25
1866,209,78,15,17,14,00:01:27.690000,,,25
1867,209,76,24,23,15,00:01:28.035000,,,25
1868,209,50,25,18,16,00:01:28.094000,,,25
1869,209,57,1,9,17,00:01:28.135000,,,25
1870,209,15,18,21,18,00:01:28.160000,,,25
1871,209,63,25,19,19,00:01:28.224000,,,25
1872,209,75,20,15,20,00:01:28.366000,,,25
1873,209,79,18,20,21,00:01:28.413000,,,25
1874,209,64,21,2,22,00:01:28.696000,,,25
1875,210,35,3,3,1,00:01:23.303000,,,21
1876,210,49,3,4,2,00:01:23.646000,,,21
1877,210,30,6,5,3,00:01:23.955000,,,21
1878,210,44,20,14,4,00:01:24.075000,,,21
1879,210,23,17,11,5,00:01:24.081000,,,21
1880,210,21,17,12,6,00:01:24.596000,,,21
1881,210,65,15,16,7,00:01:24.723000,,,21
1882,210,57,1,9,8,00:01:24.812000,,,21
1883,210,56,6,6,9,00:01:24.862000,,,21
1884,210,14,1,10,10,00:01:25.077000,,,21
1885,210,77,22,8,11,00:01:25.371000,,,21
1886,210,78,15,17,12,00:01:25.554000,,,21
1887,210,22,24,22,13,00:01:25.579000,,,21
1888,210,55,22,7,14,00:01:25.729000,,,21
1889,210,71,21,1,15,00:01:25.743000,,,21
1890,210,76,24,23,16,00:01:26.192000,,,21
1891,210,64,21,2,17,00:01:26.253000,,,21
1892,210,75,20,15,18,00:01:26.712000,,,21
1893,210,63,25,19,19,00:01:26.852000,,,21
1894,210,15,18,21,20,00:01:26.960000,,,21
1895,210,50,25,18,21,00:01:27.428000,,,21
1896,210,79,18,20,22,00:01:28.727000,,,21
1897,211,49,3,4,1,00:01:18.216000,,,6
1898,211,30,6,5,2,00:01:18.235000,,,6
1899,211,35,3,3,3,00:01:18.583000,,,6
1900,211,21,17,12,4,00:01:18.665000,,,6
1901,211,14,1,10,5,00:01:18.779000,,,6
1902,211,23,17,11,6,00:01:18.943000,,,6
1903,211,65,15,16,7,00:01:19.105000,,,6
1904,211,57,1,9,8,00:01:19.119000,,,6
1905,211,55,22,7,9,00:01:19.263000,,,6
1906,211,22,24,22,10,00:01:19.295000,,,6
1907,211,78,15,17,11,00:01:19.468000,,,6
1908,211,44,20,14,12,00:01:19.626000,,,6
1909,211,71,21,1,13,00:01:19.674000,,,6
1910,211,63,25,18,14,00:01:19.694000,,,6
1911,211,56,6,6,15,00:01:19.723000,,,6
1912,211,64,21,2,16,00:01:19.860000,,,6
1913,211,77,22,8,17,00:01:20.199000,,,6
1914,211,15,18,21,18,00:01:20.349000,,,6
1915,211,76,24,23,19,00:01:20.516000,,,6
1916,211,79,18,20,20,00:01:20.606000,,,6
1917,211,75,20,15,21,00:01:20.961000,,,6
1918,211,50,25,19,22,00:01:21.290000,,,6
1919,212,35,3,3,1,00:01:16.525000,,,4
1920,212,49,3,4,2,00:01:16.791000,,,4
1921,212,14,1,10,3,00:01:17.521000,,,4
1922,212,55,22,7,4,00:01:17.717000,,,4
1923,212,57,1,10,5,00:01:17.737000,,,4
1924,212,77,22,8,6,00:01:18.041000,,,4
1925,212,30,6,5,7,00:01:18.313000,,,4
1926,212,21,17,12,8,00:01:18.385000,,,4
1927,212,23,17,11,9,00:01:18.423000,,,4
1928,212,65,15,16,10,00:01:18.494000,,,4
1929,212,56,6,6,11,00:01:18.873000,,,4
1930,212,44,20,14,12,00:01:19.157000,,,4
1931,212,81,15,17,13,00:01:19.323000,,,4
1932,212,63,25,18,14,00:01:20.079000,,,4
1933,212,71,21,1,15,00:01:20.089000,,,4
1934,212,75,20,15,16,00:01:20.103000,,,4
1935,212,22,24,22,17,00:01:20.255000,,,4
1936,212,15,18,21,18,00:01:20.452000,,,4
1937,212,50,25,19,19,00:01:20.582000,,,4
1938,212,79,18,20,20,00:01:20.672000,,,4
1939,212,64,21,2,21,00:01:21.029000,,,4
1940,212,76,24,23,22,00:01:21.060000,,,4
1941,213,30,6,5,1,00:01:18.095000,,,7
1942,213,35,3,3,2,00:01:18.108000,,,7
1943,213,22,24,22,3,00:01:18.388000,,,7
1944,213,49,3,4,4,00:01:18.464000,,,7
1945,213,14,1,10,5,00:01:18.466000,,,7
1946,213,21,17,12,6,00:01:18.750000,,,7
1947,213,23,17,11,7,00:01:18.869000,,,7
1948,213,55,22,7,8,00:01:18.899000,,,7
1949,213,57,1,9,9,00:01:18.916000,,,7
1950,213,44,20,14,10,00:01:19.034000,,,7
1951,213,25,22,8,11,00:01:19.286000,,,7
1952,213,56,6,6,12,00:01:19.503000,,,7
1953,213,65,15,16,13,00:01:19.622000,,,7
1954,213,50,25,19,14,00:01:20.102000,,,7
1955,213,71,21,1,15,00:01:20.129000,,,7
1956,213,64,21,2,16,00:01:20.175000,,,7
1957,213,63,25,18,17,00:01:20.336000,,,7
1958,213,81,15,17,18,00:01:20.357000,,,7
1959,213,75,20,15,19,00:01:20.370000,,,7
1960,213,15,18,21,20,00:01:20.370000,,,7
1961,213,76,24,23,21,00:01:20.491000,,,7
1962,213,79,18,20,22,00:01:21.034000,,,7
1963,214,30,6,5,1,00:01:14.548000,,,8
1964,214,49,3,4,2,00:01:14.749000,,,8
1965,214,23,17,11,3,00:01:14.755000,,,8
1966,214,35,3,3,4,00:01:14.800000,,,8
1967,214,56,6,6,5,00:01:14.860000,,,8
1968,214,15,20,14,6,00:01:14.957000,,,8
1969,214,25,22,8,7,00:01:14.986000,,,8
1970,214,55,22,7,8,00:01:15.228000,,,8
1971,214,14,1,10,9,00:01:15.270000,,,8
1972,214,57,1,9,10,00:01:15.339000,,,8
1973,214,21,17,12,11,00:01:15.453000,,,8
1974,214,22,24,22,12,00:01:15.876000,,,8
1975,214,75,20,15,13,00:01:15.876000,,,8
1976,214,65,15,16,14,00:01:16.018000,,,8
1977,214,76,24,23,15,00:01:16.149000,,,8
1978,214,64,21,2,16,00:01:16.536000,,,8
1979,214,71,21,1,17,00:01:16.729000,,,8
1980,214,50,25,19,18,00:01:16.941000,,,8
1981,214,63,25,18,19,00:01:17.256000,,,8
1982,214,82,15,17,20,00:01:17.538000,,,8
1983,214,79,18,20,21,00:01:17.563000,,,8
1984,214,58,18,21,22,00:01:18.280000,,,8
1985,215,35,3,3,1,00:01:21.598000,,,9
1986,215,49,3,4,2,00:01:21.732000,,,9
1987,215,57,1,9,3,00:01:21.797000,,,9
1988,215,30,6,5,4,00:01:21.977000,,,9
1989,215,23,17,11,5,00:01:22.277000,,,9
1990,215,14,1,10,6,00:01:22.279000,,,9
1991,215,56,6,6,7,00:01:22.342000,,,9
1992,215,25,22,8,8,00:01:22.344000,,,9
1993,215,65,15,16,9,00:01:22.368000,,,9
1994,215,21,17,12,10,00:01:22.371000,,,9
1995,215,55,22,17,11,00:01:22.392000,,,9
1996,215,71,21,1,12,00:01:23.271000,,,9
1997,215,15,20,14,13,00:01:23.366000,,,9
1998,215,75,20,15,14,00:01:23.887000,,,9
1999,215,76,24,23,15,00:01:24.067000,,,9
2000,215,64,21,2,16,00:01:24.239000,,,9
2001,215,63,25,19,17,00:01:24.478000,,,9
2002,215,79,18,20,18,00:01:24.553000,,,9
2003,215,50,25,18,19,00:01:25.010000,,,9
2004,215,58,18,21,20,00:01:25.154000,,,9
2005,215,22,24,22,21,00:01:25.525000,,,9
2006,215,82,15,17,22,,,,9
2007,216,77,22,8,1,00:01:41.873000,,,10
2008,216,21,17,12,2,00:01:41.896000,,,10
2009,216,57,1,9,3,00:01:42.034000,,,10
2010,216,30,6,5,4,00:01:42.181000,,,10
2011,216,49,3,4,5,00:01:42.421000,,,10
2012,216,55,22,7,6,00:01:42.493000,,,10
2013,216,23,17,11,7,00:01:42.498000,,,10
2014,216,14,1,10,8,00:01:42.687000,,,10
2015,216,35,3,3,9,00:01:42.967000,,,10
2016,216,56,6,6,10,00:01:43.209000,,,10
2017,216,15,20,14,11,00:01:43.226000,,,10
2018,216,22,24,22,12,00:01:43.272000,,,10
2019,216,71,21,1,13,00:01:43.361000,,,10
2020,216,65,15,16,14,00:01:43.660000,,,10
2021,216,76,24,23,15,00:01:43.927000,,,10
2022,216,64,21,2,16,00:01:44.069000,,,10
2023,216,75,20,15,17,00:01:44.112000,,,10
2024,216,82,15,17,18,00:01:44.552000,,,10
2025,216,63,25,18,19,00:01:45.372000,,,10
2026,216,50,25,19,20,00:01:45.811000,,,10
2027,216,58,18,21,21,00:01:45.942000,,,10
2028,216,79,18,20,22,00:01:46.499000,,,10
2029,224,35,3,6,1,00:01:32.371000,,,1
2030,224,71,3,5,2,00:01:32.509000,,,1
2031,224,56,6,2,3,00:01:32.889000,,,1
2032,224,30,6,1,4,00:01:33.125000,,,1
2033,224,57,1,7,5,00:01:34.054000,,,1
2034,224,55,22,3,6,00:01:34.257000,,,1
2035,224,77,22,4,7,00:01:34.344000,,,1
2036,224,22,17,11,8,00:01:34.474000,,,1
2037,224,49,15,15,9,00:01:34.494000,,,1
2038,224,63,25,19,10,00:01:34.832000,,,1
2039,224,44,27,9,11,00:01:35.330000,,,1
2040,224,50,29,17,12,00:01:35.338000,,,1
2041,224,14,1,8,13,00:01:35.351000,,,1
2042,224,65,15,14,14,00:01:35.453000,,,1
2043,224,79,25,18,15,00:01:35.715000,,,1
2044,224,21,18,21,16,00:01:35.898000,,,1
2045,224,83,18,20,17,00:01:36.109000,,,1
2046,224,73,29,16,18,00:01:36.198000,,,1
2047,224,84,17,12,19,00:01:36.286000,,,1
2048,224,64,27,10,20,00:01:36.298000,,,1
2049,225,71,3,5,1,00:01:18.111000,,,18
2050,225,22,17,11,2,00:01:19.092000,,,18
2051,225,35,3,6,3,00:01:19.254000,,,18
2052,225,30,6,1,4,00:01:19.474000,,,18
2053,225,55,22,3,5,00:01:19.484000,,,18
2054,225,84,17,12,6,00:01:19.519000,,,18
2055,225,57,1,7,7,00:01:19.607000,,,18
2056,225,77,22,4,8,00:01:19.762000,,,18
2057,225,49,15,15,9,00:01:19.799000,,,18
2058,225,56,6,2,10,00:01:19.951000,,,18
2059,225,63,25,19,11,00:01:20,,,18
2060,225,65,15,14,12,00:01:20.144000,,,18
2061,225,50,29,17,13,00:01:20.157000,,,18
2062,225,14,1,8,14,00:01:20.167000,,,18
2063,225,44,27,9,15,00:01:20.426000,,,18
2064,225,79,25,18,16,00:01:20.427000,,,18
2065,225,73,29,16,17,00:01:20.440000,,,18
2066,225,83,18,20,18,00:01:21.491000,,,18
2067,225,69,28,22,19,00:01:23.174000,,,18
2068,225,85,28,23,20,00:01:23.454000,,,18
2069,225,58,18,21,21,,,,18
2070,225,64,27,10,22,,,,18
2071,226,71,3,5,1,00:01:30.346000,,,25
2072,226,30,6,1,2,00:01:30.598000,,,25
2073,226,35,3,6,3,00:01:30.907000,,,25
2074,226,55,22,3,4,00:01:31.038000,,,25
2075,226,77,22,4,5,00:01:31.262000,,,25
2076,226,22,17,11,6,00:01:31.404000,,,25
2077,226,50,29,17,7,00:01:31.615000,,,25
2078,226,57,1,7,8,00:01:31.801000,,,25
2079,226,14,1,8,9,00:01:32.001000,,,25
2080,226,56,6,2,10,00:01:32.058000,,,25
2081,226,49,15,15,11,00:01:32.130000,,,25
2082,226,44,27,9,12,00:01:32.177000,,,25
2083,226,79,25,18,13,00:01:32.407000,,,25
2084,226,58,18,21,14,00:01:32.502000,,,25
2085,226,84,17,12,15,00:01:32.696000,,,25
2086,226,63,25,19,16,00:01:32.903000,,,25
2087,226,65,15,14,17,00:01:33.256000,,,25
2088,226,64,27,10,18,00:01:33.424000,,,25
2089,226,83,18,20,19,00:01:33.727000,,,25
2090,226,73,29,16,20,00:01:33.752000,,,25
2091,226,69,28,22,21,00:01:34.830000,,,25
2092,226,85,28,23,22,00:01:35.651000,,,25
2093,227,71,3,5,1,00:01:18.941000,,,20
2094,227,35,3,6,2,00:01:19.721000,,,20
2095,227,30,6,1,3,00:01:20.149000,,,20
2096,227,55,22,3,4,00:01:20.711000,,,20
2097,227,22,17,11,5,00:01:20.818000,,,20
2098,227,14,1,8,6,00:01:20.888000,,,20
2099,227,56,6,2,7,00:01:20.931000,,,20
2100,227,77,22,4,8,00:01:21.054000,,,20
2101,227,57,1,7,9,00:01:21.078000,,,20
2102,227,49,15,15,10,00:01:21.113000,,,20
2103,227,84,17,12,11,00:01:21.177000,,,20
2104,227,65,15,14,12,00:01:21.210000,,,20
2105,227,50,29,17,13,00:01:21.367000,,,20
2106,227,63,25,19,14,00:01:21.458000,,,20
2107,227,44,27,9,15,00:01:21.509000,,,20
2108,227,79,25,18,16,00:01:21.812000,,,20
2109,227,64,27,10,17,00:01:22.733000,,,20
2110,227,21,18,21,18,00:01:22.921000,,,20
2111,227,83,18,20,19,00:01:23.139000,,,20
2112,227,73,29,16,20,00:01:23.620000,,,20
2113,228,30,6,1,1,00:01:26.890000,,,21
2114,228,71,3,5,2,00:01:27.105000,,,21
2115,228,35,3,6,3,00:01:27.220000,,,21
2116,228,14,1,8,4,00:01:27.688000,,,21
2117,228,55,22,3,5,00:01:28.009000,,,21
2118,228,56,6,2,6,00:01:28.205000,,,21
2119,228,77,22,4,7,00:01:28.336000,,,21
2120,228,63,25,19,8,00:01:28.423000,,,21
2121,228,22,17,11,9,00:01:28.632000,,,21
2122,228,49,15,15,10,00:01:28.785000,,,21
2123,228,57,1,7,11,00:01:29.079000,,,21
2125,228,44,27,9,13,00:01:29.472000,,,21
2126,228,50,29,17,14,00:01:29.539000,,,21
2127,228,65,15,14,15,00:01:29.541000,,,21
2128,228,79,25,18,16,00:01:29.892000,,,21
2129,228,64,27,10,17,00:01:29.989000,,,21
2130,228,83,18,20,18,00:01:30.471000,,,21
2131,228,21,18,21,19,00:01:30.814000,,,21
2132,228,73,29,16,20,00:01:31.316000,,,21
2133,228,69,28,22,21,00:01:32.037000,,,21
9034,228,84,17,12,12,00:01:29.099000,,,21
9035,228,85,28,23,22,,,,21
2134,229,30,6,1,1,00:01:20.356000,,,6
2135,229,71,3,5,2,00:01:20.866000,,,6
2136,229,55,22,3,3,00:01:20.918000,,,6
2137,229,77,22,4,4,00:01:21.067000,,,6
2138,229,14,1,8,5,00:01:21.460000,,,6
2139,229,22,17,11,6,00:01:21.504000,,,6
2140,229,56,6,2,7,00:01:21.542000,,,6
2141,229,57,1,7,8,00:01:21.688000,,,6
2142,229,49,15,15,9,00:01:21.929000,,,6
2143,229,35,3,6,10,00:01:21.963000,,,6
2144,229,63,25,19,11,00:01:22.235000,,,6
2145,229,50,29,17,12,00:01:22.327000,,,6
2146,229,65,15,14,13,00:01:22.346000,,,6
2147,229,44,27,9,14,00:01:22.358000,,,6
2148,229,79,25,18,15,00:01:22.460000,,,6
2149,229,84,17,12,16,00:01:22.519000,,,6
2150,229,64,27,10,17,00:01:22.682000,,,6
2151,229,21,18,21,18,00:01:22.684000,,,6
2152,229,83,18,20,19,00:01:23.350000,,,6
2153,229,73,29,16,20,00:01:24.976000,,,6
2154,229,69,28,22,21,00:01:25.059000,,,6
2155,229,85,28,23,22,00:01:25.393000,,,6
2156,230,71,3,5,1,00:01:20.650000,,,4
2157,230,35,3,6,2,00:01:21.084000,,,4
2158,230,30,6,1,3,00:01:21.587000,,,4
2159,230,55,22,3,4,00:01:22.061000,,,4
2160,230,77,22,4,5,00:01:22.125000,,,4
2161,230,56,6,2,6,00:01:22.333000,,,4
2162,230,22,17,11,7,00:01:22.379000,,,4
2163,230,44,27,9,8,00:01:22.685000,,,4
2164,230,65,15,14,9,00:01:23.027000,,,4
2165,230,57,1,7,10,00:01:23.070000,,,4
2166,230,49,15,15,11,00:01:23.195000,,,4
2167,230,63,25,19,12,00:01:23.224000,,,4
2168,230,50,29,17,13,00:01:23.371000,,,4
2169,230,14,1,8,14,00:01:23.416000,,,4
2170,230,84,17,12,15,00:01:23.438000,,,4
2171,230,79,25,18,16,00:01:24.401000,,,4
2172,230,64,27,10,17,00:01:24.468000,,,4
2173,230,83,18,20,18,00:01:25.274000,,,4
2174,230,21,18,21,19,00:01:25.531000,,,4
2175,230,73,29,16,20,00:01:25.621000,,,4
2176,240,71,3,5,1,00:01:20.081000,,,18
2177,240,30,22,1,2,00:01:20.382000,,,18
2178,240,14,3,6,3,00:01:20.422000,,,18
2179,240,65,22,2,4,00:01:20.888000,,,18
2180,240,77,6,28,5,00:01:20.906000,,,18
2181,240,55,6,27,6,00:01:21.041000,,,18
2182,240,57,1,8,7,00:01:21.399000,,,18
2183,240,56,17,15,8,00:01:21.749000,,,18
2184,240,87,1,7,9,00:01:21.779000,,,18
2185,240,44,27,26,10,00:01:21.914000,,,18
2186,240,79,25,3,11,00:01:22.325000,,,18
2187,240,63,25,4,12,00:01:22.416000,,,18
2188,240,81,29,9,13,00:01:22.468000,,,18
2189,240,49,15,30,14,00:01:22.872000,,,18
2190,240,88,27,25,15,00:01:22.971000,,,18
2191,240,22,17,14,16,00:01:22.975000,,,18
2192,240,94,18,23,17,00:01:24.383000,,,18
2193,240,69,18,24,18,00:01:24.443000,,,18
2194,240,91,15,29,19,00:01:24.723000,,,18
2195,240,92,30,16,20,00:01:25.127000,,,18
2196,240,89,29,10,21,00:01:25.225000,,,18
2197,240,85,30,17,22,00:01:25.886000,,,18
2198,240,90,28,22,23,00:01:26.269000,,,18
2199,240,50,31,12,24,00:01:27.323000,,,18
2200,240,64,28,21,25,00:01:27.792000,,,18
2201,240,93,31,11,26,00:01:28.106000,,,18
2202,241,14,3,6,1,00:01:53.241000,,,25
2203,241,71,3,5,2,00:01:54.057000,,,25
2204,241,30,22,1,3,00:01:54.272000,,,25
2205,241,56,17,15,4,00:01:54.381000,,,25
2206,241,57,1,8,5,00:01:54.529000,,,25
2207,241,55,6,27,6,00:01:54.637000,,,25
2208,241,63,25,4,7,00:01:54.757000,,,25
2209,241,77,6,28,8,00:01:55.276000,,,25
2210,241,49,15,30,9,00:01:55.583000,,,25
2211,241,22,17,14,10,00:01:56.114000,,,25
2212,241,65,22,6,11,00:01:57.068000,,,25
2213,241,81,29,9,12,00:01:57.092000,,,25
2214,241,69,18,24,13,00:01:57.167000,,,25
2215,241,50,31,12,14,00:01:57.231000,,,25
2216,241,79,25,3,15,00:01:57.484000,,,25
2217,241,94,18,23,16,00:01:58.066000,,,25
2218,241,87,1,7,17,00:01:58.660000,,,25
2219,241,44,27,26,18,00:01:58.824000,,,25
2220,241,88,27,25,19,00:01:58.882000,,,25
2221,241,93,31,11,20,00:01:59.539000,,,25
2222,241,91,15,29,21,00:02:00.751000,,,25
2223,241,85,30,17,22,00:02:01.763000,,,25
2224,241,92,30,16,23,00:02:04.050000,,,25
2225,241,90,28,22,24,00:02:04.481000,,,25
2226,241,64,28,21,25,00:02:05.932000,,,25
2227,241,89,29,10,26,00:02:07.298000,,,25
2228,242,30,22,1,1,00:01:27.274000,,,21
2229,242,77,6,28,2,00:01:27.282000,,,21
2230,242,14,3,6,3,00:01:27.459000,,,21
2231,242,71,3,5,4,00:01:27.512000,,,21
2232,242,55,6,27,5,00:01:27.813000,,,21
2233,242,57,1,8,6,00:01:28.343000,,,21
2234,242,56,17,15,7,00:01:28.516000,,,21
2235,242,65,22,6,8,00:01:29.350000,,,21
2236,242,95,1,7,9,00:01:29.517000,,,21
2237,242,22,17,14,10,00:01:29.551000,,,21
2238,242,81,29,9,11,00:01:29.582000,,,21
2239,242,44,27,26,12,00:01:30.760000,,,21
2240,242,63,25,4,13,00:01:31.035000,,,21
2241,242,49,15,30,14,00:01:31.358000,,,21
2242,242,79,25,3,15,00:01:31.630000,,,21
2243,242,88,27,25,16,00:01:31.913000,,,21
2244,242,50,31,12,17,00:01:32.156000,,,21
2245,242,94,18,23,18,00:01:32.445000,,,21
2246,242,89,29,10,19,00:01:32.710000,,,21
2247,242,69,18,24,20,00:01:33.071000,,,21
2248,242,91,15,29,21,00:01:33.494000,,,21
2249,242,92,30,16,22,00:01:33.892000,,,21
2250,242,93,31,11,23,00:01:33.965000,,,21
2251,242,85,30,17,24,00:01:35.169000,,,21
2252,242,90,28,22,25,00:01:36.065000,,,21
2253,242,64,28,21,26,00:01:36.624000,,,21
2254,243,30,22,1,1,00:01:21.452000,,,4
2255,243,55,6,27,2,00:01:22.052000,,,4
2256,243,77,6,28,3,00:01:22.071000,,,4
2257,243,14,3,6,4,00:01:22.332000,,,4
2258,243,71,3,5,5,00:01:22.349000,,,4
2259,243,56,17,15,6,00:01:23.352000,,,4
2260,243,65,22,2,7,00:01:23.536000,,,4
2261,243,22,17,14,8,00:01:23.705000,,,4
2262,243,57,1,8,9,00:01:23.833000,,,4
2263,243,95,1,7,10,00:01:23.927000,,,4
2264,243,84,27,25,11,00:01:24.727000,,,4
2265,243,49,15,30,12,00:01:24.802000,,,4
2266,243,63,25,4,13,00:01:24.971000,,,4
2267,243,81,29,9,14,00:01:25.053000,,,4
2268,243,44,27,26,15,00:01:25.204000,,,4
2269,243,50,31,12,16,00:01:25.827000,,,4
2270,243,79,25,3,17,00:01:25.946000,,,4
2271,243,89,29,10,18,00:01:26.059000,,,4
2272,243,94,18,23,19,00:01:26.619000,,,4
2273,243,91,15,29,20,00:01:27.007000,,,4
2274,243,69,18,24,21,00:01:27.345000,,,4
2275,243,93,31,11,22,00:01:27.575000,,,4
2276,243,85,30,17,23,00:01:28.094000,,,4
2277,243,92,30,16,24,00:01:28.598000,,,4
2278,243,90,28,22,25,00:01:28.963000,,,4
2279,243,64,28,21,26,00:01:29.540000,,,4
2280,244,71,3,5,1,00:01:21.952000,,,6
2281,244,30,22,1,2,00:01:22.742000,,,6
2282,244,14,3,6,3,00:01:23.109000,,,6
2283,244,77,6,28,4,00:01:23.220000,,,6
2284,244,55,6,27,5,00:01:23.754000,,,6
2285,244,57,1,8,6,00:01:23.857000,,,6
2286,244,65,22,2,7,00:01:23.885000,,,6
2287,244,84,27,26,8,00:01:24.447000,,,6
2288,244,56,17,15,9,00:01:24.857000,,,6
2289,244,87,1,7,10,00:01:24.933000,,,6
2290,244,22,17,14,11,00:01:25.081000,,,6
2291,244,44,27,26,12,00:01:25.125000,,,6
2292,244,81,29,9,13,00:01:25.447000,,,6
2293,244,49,15,30,14,00:01:25.661000,,,6
2294,244,79,25,3,15,00:01:25.808000,,,6
2295,244,69,18,24,16,00:01:25.969000,,,6
2296,244,63,25,4,17,00:01:26.473000,,,6
2297,244,94,18,23,18,00:01:26.913000,,,6
2298,244,96,15,29,19,00:01:27.145000,,,6
2299,244,93,31,11,20,00:01:28.337000,,,6
2300,244,92,30,16,21,00:01:29.039000,,,6
2301,244,64,28,21,22,00:01:29.244000,,,6
2302,244,50,31,12,23,00:01:29.391000,,,6
2303,244,90,28,22,24,00:01:29.608000,,,6
2304,244,85,30,17,25,00:01:30.149000,,,6
2305,244,89,29,10,26,00:01:31.542000,,,6
2306,245,30,22,1,1,00:01:27.661000,,,7
2307,245,71,3,5,2,00:01:28.039000,,,7
2308,245,14,3,6,3,00:01:28.091000,,,7
2309,245,77,6,28,4,00:01:28.189000,,,7
2310,245,55,6,27,5,00:01:28.474000,,,7
2311,245,65,22,2,6,00:01:28.498000,,,7
2312,245,57,1,8,7,00:01:28.910000,,,7
2313,245,56,17,15,8,00:01:29.021000,,,7
2314,245,22,17,14,9,00:01:29.171000,,,7
2315,245,87,1,7,10,00:01:29.641000,,,7
2316,245,44,27,26,11,00:01:29.809000,,,7
2317,245,49,15,30,12,00:01:30.017000,,,7
2318,245,81,29,9,13,00:01:30.159000,,,7
2319,245,84,27,25,14,00:01:30.255000,,,7
2320,245,63,25,4,15,00:01:30.657000,,,7
2321,245,79,25,3,16,00:01:31.382000,,,7
2322,245,94,18,23,17,00:01:31.445000,,,7
2323,245,96,15,29,18,00:01:31.838000,,,7
2324,245,69,18,24,19,00:01:31.853000,,,7
2325,245,92,30,16,20,00:01:32.841000,,,7
2326,245,85,30,17,21,00:01:32.894000,,,7
2327,245,89,29,10,22,00:01:32.995000,,,7
2328,245,90,28,22,23,00:01:34,,,7
2329,245,64,28,21,24,00:01:34.982000,,,7
2330,246,71,3,5,1,00:01:17.225000,,,8
2331,246,30,22,1,2,00:01:17.512000,,,8
2332,246,14,3,6,3,00:01:17.925000,,,8
2333,246,55,6,27,4,00:01:18.761000,,,8
2334,246,22,17,14,5,00:01:18.810000,,,8
2335,246,44,27,26,6,00:01:19.047000,,,8
2336,246,77,6,28,7,00:01:19.051000,,,8
2337,246,57,1,8,8,00:01:19.238000,,,8
2338,246,84,27,25,9,00:01:19.384000,,,8
2339,246,65,22,2,10,00:01:19.555000,,,8
2340,246,56,17,15,11,00:01:19.845000,,,8
2341,246,49,15,30,12,00:01:20.309000,,,8
2342,246,87,1,7,13,00:01:20.527000,,,8
2343,246,63,25,4,14,00:01:20.796000,,,8
2344,246,96,15,29,15,00:01:20.943000,,,8
2345,246,81,29,9,16,00:01:21.076000,,,8
2346,246,69,18,24,17,00:01:21.323000,,,8
2347,246,89,29,10,18,00:01:21.894000,,,8
2348,246,79,25,3,19,00:01:21.930000,,,8
2349,246,94,18,23,20,00:01:22.104000,,,8
2350,246,85,30,17,21,00:01:23.466000,,,8
2351,246,92,30,16,22,00:01:23.647000,,,8
2352,246,64,28,21,23,00:01:24.184000,,,8
2353,246,90,28,22,24,00:01:24.865000,,,8
2354,247,71,3,5,1,00:01:28.124000,,,9
2355,247,30,22,1,2,00:01:28.397000,,,9
2356,247,14,3,6,3,00:01:28.947000,,,9
2357,247,77,6,28,4,00:01:29.657000,,,9
2358,247,65,22,2,5,00:01:29.867000,,,9
2359,247,55,6,27,6,00:01:29.874000,,,9
2360,247,56,17,15,7,00:01:30.083000,,,9
2361,247,57,1,8,8,00:01:30.140000,,,9
2362,247,22,17,14,9,00:01:30.354000,,,9
2363,247,87,1,7,10,00:01:30.453000,,,9
2364,247,84,27,25,11,00:01:30.946000,,,9
2365,247,49,15,30,12,00:01:31.602000,,,9
2366,247,44,27,26,13,00:01:31.842000,,,9
2367,247,79,25,3,14,00:01:32.087000,,,9
2368,247,94,18,23,15,00:01:32.259000,,,9
2369,247,96,15,29,16,00:01:33.166000,,,9
2370,247,97,29,9,17,00:01:34.154000,,,9
2371,247,69,18,24,18,00:01:34.556000,,,9
2372,247,89,29,10,19,00:01:35.323000,,,9
2373,247,64,28,21,20,00:01:36.023000,,,9
2374,247,92,30,16,21,00:01:36.076000,,,9
2375,247,90,28,22,22,00:01:36.651000,,,9
2376,247,63,25,3,23,00:01:48.639000,,,9
2377,247,85,30,17,24,00:01:52.398000,,,9
2378,248,71,3,5,1,00:01:44.385000,,,10
2379,248,30,22,1,2,00:01:44.465000,,,10
2380,248,14,3,6,3,00:01:44.540000,,,10
2381,248,77,6,28,4,00:01:45.553000,,,10
2382,248,22,17,14,5,00:01:45.765000,,,10
2383,248,56,17,15,6,00:01:45.846000,,,10
2384,248,57,1,8,7,00:01:45.849000,,,10
